Date,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,SMA_20,SMA_50,RSI,Ticker,Processing_Date
2025-06-27,201.09221242791352,202.41695863400852,199.20968154525065,200.2854156494141,73188600,,,,,,AAPL,2026-06-27T16:07:21.576968
2025-06-30,201.211736268348,206.57048164253425,198.4726031076903,204.3592529296875,91912800,0.020340159402342017,0.020340159402342017,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-01,205.85332972802505,209.35942450018743,205.3254252695324,206.9987945556641,78788900,0.01291618357444646,0.03351906020956252,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-02,208.08449026524104,212.49697770796604,207.31752868499885,211.6005401611328,67941800,0.022230784557691008,0.0564949997733486,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-03,211.31166931275297,213.8017903991559,210.97301649264048,212.7061462402344,34955800,0.005224968132215846,0.062015152479009794,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-07,211.83958469799765,215.37555986284275,207.9749269074613,209.1203765869141,50229000,-0.016857856327623377,0.044111853620759645,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-08,209.26978591644843,210.59451698338924,207.6262968509882,209.1801300048828,42848900,0.00028573694703482033,0.044410194954176196,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-09,208.7020406311003,210.49493096772343,206.4011710318064,210.30567932128903,48749400,0.005380765928293174,0.05002992174634757,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-10,209.67816220166208,212.63642743345136,209.2000631819418,211.57066345214844,44443600,0.006014978458698028,0.05634582910664032,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-11,209.73794232575935,211.29177557167307,209.03074119537857,210.3256072998047,39765800,-0.005884824162426194,0.0501294196476354,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-14,209.1004448233413,210.07658325197187,206.71988962428105,207.79562377929688,38840100,-0.012028889648712626,0.037497528741827324,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-15,208.393257343384,211.052704873644,208.0944397695192,208.28369140625,42296300,0.00234878684197648,0.03993438928591919,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-16,209.46900551017632,211.5606982702429,207.81556132948492,209.32955932617188,47490500,0.0050213625121611205,0.045156276843386634,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-17,209.7379389650813,210.9630743588066,208.7618004967043,209.1901092529297,48068100,-0.000666174780528217,0.04446002009004291,,,,AAPL,2026-06-27T16:07:21.576968
2025-07-18,210.0367321724359,210.95309492429405,208.871357307622,210.3455047607422,48974600,0.005523184207602894,0.05022876517847674,,,70.07151851103157,AAPL,2026-06-27T16:07:21.576968
2025-07-21,211.2618927646461,214.9273439465105,210.79374875413163,211.640380859375,51377400,0.00615594851958301,0.05669391939070079,,,66.33884608799863,AAPL,2026-06-27T16:07:21.576968
2025-07-22,212.29776458434165,214.1006098348481,211.39135685335447,213.5527801513672,46404100,0.009036079429770583,0.0662422895792707,,,65.20328529883982,AAPL,2026-06-27T16:07:21.576968
2025-07-23,214.15043456376964,214.29983576430007,211.5706725113145,213.3037872314453,46989300,-0.001165954944465697,0.06499909910973733,,,54.95079541644269,AAPL,2026-06-27T16:07:21.576968
2025-07-24,213.05475989741396,214.83769515517372,212.68622683006964,212.91531372070312,46022600,-0.0018212218160039706,0.06305949951641421,,,50.63443225070709,AAPL,2026-06-27T16:07:21.576968
2025-07-25,213.8516029142824,214.3894775978428,212.5567368669443,213.03485107421875,40268800,0.0005614314509685414,0.06365633455369357,209.7922103881836,,65.03440685535048,AAPL,2026-06-27T16:07:21.576968
2025-07-28,213.18425263148455,214.001019671446,212.2180844005514,213.2041778564453,37858000,0.0007948313685424147,0.0645017619737458,210.43814849853516,,65.32624942756121,AAPL,2026-06-27T16:07:21.576968
2025-07-29,213.3336394454552,213.96115480223384,209.9869314052821,210.4351501464844,51411700,-0.01298768034379394,0.050676353363825255,210.741943359375,,50.438247176572744,AAPL,2026-06-27T16:07:21.576968
2025-07-30,211.06266703997412,211.5507362671114,206.89919168476044,208.22393798828125,45512500,-0.010507808019068698,0.039636047952503084,210.80320053100587,,39.35361862702935,AAPL,2026-06-27T16:07:21.576968
2025-07-31,207.66616446381488,209.01082086651627,206.3414180888908,206.7498016357422,80698400,-0.007079571958830355,0.032275869740029384,210.56066360473633,,38.78829110714334,AAPL,2026-06-27T16:07:21.576968
2025-08-01,210.03673342752197,212.7360314354296,200.7037642416869,201.58029174804688,104434500,-0.025003699383485234,0.006465154212223823,210.00437088012694,,33.27977866625071,AAPL,2026-06-27T16:07:21.576968
2025-08-04,203.70186769022783,207.0585613783641,200.88304868853191,202.5464630126953,75109300,0.004792984751981866,0.01128912634976409,209.67567520141603,,34.9530135592759,AAPL,2026-06-27T16:07:21.576968
2025-08-05,202.59624780213056,204.52858421879685,201.3611574563388,202.1181488037109,44155100,-0.0021146466969287347,0.009150607139088551,209.32257614135742,,30.453516371074898,AAPL,2026-06-27T16:07:21.576968
2025-08-06,204.81746371165528,214.5289368613384,204.77761325937152,212.4073486328125,108483100,0.05090685764737568,0.060523293441480774,209.4276596069336,,55.62521843760087,AAPL,2026-06-27T16:07:21.576968
2025-08-07,218.0150880895572,219.9773047383464,215.7241736307253,219.16053771972656,90224800,0.031793575553679565,0.09424112089794967,209.8071533203125,,62.88959830644159,AAPL,2026-06-27T16:07:21.576968
2025-08-08,219.95738825778145,230.08719950298996,218.38362983130105,228.4437255859375,113854000,0.04235793525056386,0.14059091544544944,210.71305923461915,,69.9173516649038,AAPL,2026-06-27T16:07:21.576968
2025-08-11,227.27701087414155,228.91238364576836,224.12592192869852,226.53909301757807,61806100,-0.008337425610942972,0.13108132353540558,211.6502326965332,,65.39577962897627,AAPL,2026-06-27T16:07:21.576968
2025-08-12,227.3667633864553,230.14890113463383,226.4294279692133,229.00213623046875,55626200,0.010872486422021543,0.14337898986774644,212.68615493774413,,67.68271701485861,AAPL,2026-06-27T16:07:21.576968
2025-08-13,230.4181341091737,234.3370398551092,229.77992501054072,232.6717529296875,69878500,0.01602437758714026,0.1617009265265903,213.85326461791993,,70.72204289992527,AAPL,2026-06-27T16:07:21.576968
2025-08-14,233.39969406647396,234.4567012802976,230.19875827485632,232.1233062744141,51916300,-0.0023571690519696986,0.1589626010549372,214.99992446899415,,69.84287566496846,AAPL,2026-06-27T16:07:21.576968
2025-08-15,233.3398655982593,233.6190744765876,228.69300821277216,230.9366607666016,56038700,-0.005112134265439328,0.1530378286297216,216.02948226928712,,68.05151344190911,AAPL,2026-06-27T16:07:21.576968
2025-08-18,231.0463446646661,232.46233685580373,229.46083388892836,230.23863220214844,37476200,-0.0030225974608623085,0.1495526594166272,216.9593948364258,,71.04723298768168,AAPL,2026-06-27T16:07:21.576968
2025-08-19,230.62753117126795,232.2130419457167,228.70298322789472,229.90956115722656,39402600,-0.0014292607707683258,0.14790964889659053,217.77723388671876,,74.0080714504115,AAPL,2026-06-27T16:07:21.576968
2025-08-20,229.33119207499823,229.81981519856652,225.1330775565405,225.3723907470703,42263900,-0.019734587754066668,0.12525612519670082,218.3806640625,,69.30753279330136,AAPL,2026-06-27T16:07:21.576968
2025-08-21,225.6316635652229,225.88095827873423,223.14868274098328,224.26551818847656,30621200,-0.004911305040181113,0.11972964911752748,218.94817428588868,,75.68317782680114,AAPL,2026-06-27T16:07:21.576968
2025-08-22,225.53195134940427,228.44371192910324,224.77410085849388,227.11746215820312,42477800,0.01271681885277487,0.13396904822943623,219.65230484008788,,76.67897879678216,AAPL,2026-06-27T16:07:21.576968
