Date,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,SMA_20,SMA_50,RSI,Ticker,Processing_Date
2025-06-27,219.9199981689453,223.3000030517578,216.7400054931641,223.3000030517578,119217100,,,,,,AMZN,2026-06-27T16:07:21.849005
2025-06-30,223.5200042724609,223.82000732421875,219.1199951171875,219.38999938964844,58887800,-0.017510092291414314,-0.017510092291414314,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-01,219.5,221.8800048828125,217.92999267578125,220.4600067138672,39256800,0.00487719279454657,-0.012718299592823223,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-02,219.72999572753903,221.6000061035156,219.05999755859372,219.9199981689453,30894200,-0.002449462616694653,-0.01513660921011728,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-03,221.82000732421875,224.00999450683597,221.3600006103516,223.41000366210935,29632400,0.015869432167251007,0.0004926135640315188,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-07,223.0,224.2899932861328,222.3699951171875,223.47000122070312,36604100,0.0002685535903061975,0.0007612994474790469,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-08,223.9199981689453,224.0,218.42999267578125,219.3600006103516,45692000,-0.018391733064396565,-0.017644435233137634,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-09,221.07000732421875,224.2899932861328,220.47000122070312,222.5399932861328,38155100,0.014496684294917683,-0.003403536745356872,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-10,221.5500030517578,222.7899932861328,219.6999969482422,222.25999450683597,30370600,-0.0012581953255333955,-0.004657449756866994,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-11,223.5800018310547,226.67999267578125,222.3699951171875,225.0200042724609,50518300,0.012417933203629383,0.007702647546782293,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-14,225.07000732421875,226.66000366210935,224.2400054931641,225.69000244140625,35702600,0.0029775049161144818,0.010703087133834499,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-15,226.1999969482422,227.2700042724609,225.4600067138672,226.3500061035156,34907300,0.0029243814744550622,0.013658768518023168,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-16,225.8800048828125,226.1000061035156,222.17999267578125,223.19000244140625,39535900,-0.013960696164789121,-0.0004926135640312967,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-17,223.32000732421875,224.5,222.50999450683597,223.8800048828125,31855800,0.0030915472640284936,0.002597410761881136,,,,AMZN,2026-06-27T16:07:21.849005
2025-07-18,225.13999938964844,226.3999938964844,222.97999572753903,226.1300048828125,37833800,0.010050026580880944,0.012673541389960352,,,55.27394412776196,AMZN,2026-06-27T16:07:21.849005
2025-07-21,225.83999633789065,229.69000244140625,225.6499938964844,229.3000030517578,40297600,0.014018476542235536,0.026869681674878132,,,68.99193840812816,AMZN,2026-06-27T16:07:21.849005
2025-07-22,229.67999267578125,230.0,226.3500061035156,227.47000122070312,37483700,-0.007980819043607368,0.01867442056406432,,,63.05398310907392,AMZN,2026-06-27T16:07:21.849005
2025-07-23,228.47000122070312,228.7899932861328,227.08999633789065,228.2899932861328,28294900,0.003604836070819184,0.022346574859734458,,,65.42571620119784,AMZN,2026-06-27T16:07:21.849005
2025-07-24,229.1699981689453,236.0,228.63999938964844,232.22999572753903,42902300,0.01725876103762425,0.0399910100928722,,,65.98983226951523,AMZN,2026-06-27T16:07:21.849005
